Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
Monday,Afternoon,67898.0,8593.0,Supermarket,0.0,0.0,106133.0,Snowy,3.0,66170.0
Friday,Afternoon,49775.0,10730.0,Mall,0.0,0.0,91437.0,Snowy,4.0,46350.0
Sunday,Night,28504.0,20958.0,Standalone,0.0,0.0,76368.0,Clear,1.0,12554.0
Wednesday,Morning,53301.0,1296.0,Standalone,0.0,0.0,92018.0,Clear,5.0,49552.0
Monday,Afternoon,58802.0,8654.0,Supermarket,0.0,0.0,123201.0,Snowy,1.0,55674.0
Saturday,Night,70426.0,10917.0,Supermarket,0.0,0.0,112386.0,Rainy,3.0,82952.0
Monday,Night,46348.0,10576.0,Mall,0.0,0.0,125958.0,Snowy,1.0,42151.0
Sunday,Evening,59691.0,9230.0,Mall,0.0,0.0,106376.0,Cloudy,0.0,58035.0
Tuesday,Morning,8474.375,9564.0,Gas Station,0.0,0.0,122817.0,Rainy,1.0,0.0
Tuesday,Afternoon,29541.0,8155.0,Standalone,0.0,0.0,118918.0,Snowy,0.0,21286.0
Monday,Night,35353.0,14876.0,Bank Branch,0.0,0.0,108978.0,Clear,4.0,15449.0
Wednesday,Evening,76222.0,18413.0,Supermarket,0.0,0.0,93155.0,Rainy,5.0,61482.0
Tuesday,Night,35559.0,6831.0,Mall,0.0,0.0,54865.0,Snowy,1.0,28283.0
Friday,Morning,74105.0,8860.0,Bank Branch,0.0,0.0,101912.0,Clear,3.0,63070.0
Monday,Evening,46844.0,8394.0,Supermarket,0.0,0.0,92231.0,Cloudy,2.0,30638.0
Friday,Afternoon,53340.0,17147.0,Mall,0.0,0.0,93938.0,Rainy,2.0,48663.0
Tuesday,Afternoon,58312.0,6927.0,Supermarket,0.0,0.0,101927.0,Cloudy,1.0,57924.0
Thursday,Night,58213.0,17157.0,Bank Branch,0.0,0.0,85544.0,Cloudy,4.0,61199.0
Friday,Night,41815.0,12408.0,Mall,0.0,0.0,103265.0,Clear,0.0,26261.0
Thursday,Afternoon,27981.0,14696.0,Mall,0.0,0.0,86575.0,Rainy,2.0,20673.0
Thursday,Afternoon,57445.0,4602.0,Bank Branch,0.0,0.0,79701.0,Clear,1.0,60393.0
Tuesday,Night,41010.0,5784.0,Mall,0.0,0.0,76655.0,Rainy,0.0,31164.0
Friday,Morning,82358.0,10183.0,Gas Station,0.0,0.0,136285.0,Clear,1.0,71776.0
Thursday,Evening,32444.0,15945.0,Gas Station,0.0,0.0,135122.0,Clear,4.0,20601.0
Thursday,Evening,32465.0,941.0,Mall,0.0,0.0,114368.0,Snowy,2.0,25856.0
Friday,Night,53345.0,10052.0,Gas Station,0.0,0.0,71998.0,Cloudy,5.0,43154.0
Tuesday,Afternoon,58004.0,2727.0,Standalone,0.0,0.0,96189.0,Clear,4.0,49615.0
Monday,Night,54370.0,11635.0,Gas Station,0.0,0.0,103092.0,Rainy,0.0,38038.0
Wednesday,Night,52960.0,10568.0,Standalone,0.0,0.0,104633.0,Clear,1.0,42536.0
Saturday,Afternoon,51085.0,0.0,Gas Station,0.0,0.0,116350.0,Snowy,4.0,40897.0
Sunday,Afternoon,62414.0,14217.0,Supermarket,0.0,0.0,106135.0,Cloudy,2.0,51695.0
Thursday,Evening,18003.0,4866.0,Mall,0.0,0.0,103408.0,Snowy,2.0,10707.0
Sunday,Morning,55533.0,10058.0,Mall,0.0,0.0,102415.0,Rainy,0.0,42915.0
Friday,Evening,40414.0,3346.0,Bank Branch,0.0,0.0,84580.0,Cloudy,5.0,43894.0
Monday,Morning,49365.0,9069.0,Mall,0.0,0.0,75026.0,Cloudy,5.0,43230.0
Saturday,Afternoon,61782.0,17400.0,Supermarket,0.0,0.0,110175.0,Cloudy,1.0,47283.0
Friday,Afternoon,49035.0,3936.0,Gas Station,0.0,0.0,112970.0,Rainy,0.0,44515.0
Thursday,Evening,50633.0,18706.0,Standalone,0.0,0.0,155091.0,Clear,3.0,46915.0
Saturday,Morning,51461.0,8701.0,Mall,0.0,0.0,83358.0,Snowy,1.0,48764.0
Wednesday,Evening,33725.0,7401.0,Bank Branch,0.0,0.0,48434.0,Cloudy,3.0,25870.0
Saturday,Night,70200.0,11865.0,Gas Station,0.0,0.0,70426.0,Clear,2.0,69603.0
Monday,Afternoon,16554.0,6402.0,Mall,0.0,0.0,87497.0,Snowy,2.0,10446.0
Sunday,Night,67005.0,3375.0,Gas Station,0.0,0.0,119305.0,Clear,4.0,66351.0
Saturday,Evening,60814.0,10467.0,Bank Branch,0.0,0.0,107840.0,Clear,3.0,59335.0
Tuesday,Evening,32212.0,14160.0,Standalone,0.0,0.0,116412.0,Cloudy,1.0,20570.0
Friday,Night,35387.0,13269.0,Standalone,0.0,0.0,69457.0,Clear,0.0,23998.0
Tuesday,Evening,65373.0,5026.0,Supermarket,0.0,0.0,87620.0,Rainy,0.0,55984.0
Wednesday,Night,61831.0,15452.0,Bank Branch,0.0,0.0,120899.0,Clear,1.0,55588.0
Saturday,Afternoon,28147.0,6876.0,Gas Station,0.0,0.0,109580.0,Cloudy,5.0,16904.0
Monday,Evening,37196.0,11319.0,Gas Station,0.0,0.0,104821.0,Snowy,4.0,35274.0
Saturday,Morning,46574.0,11157.0,Mall,0.0,0.0,122929.0,Snowy,5.0,32500.0
Tuesday,Evening,61860.0,12623.0,Supermarket,0.0,0.0,82430.0,Snowy,4.0,48299.0
Tuesday,Night,30778.0,9641.0,Mall,0.0,0.0,81914.0,Clear,0.0,21282.0
Saturday,Night,61859.0,5858.0,Gas Station,0.0,0.0,70804.0,Rainy,1.0,66214.0
Monday,Evening,46365.0,7051.0,Gas Station,0.0,0.0,126003.0,Clear,2.0,44688.0
Thursday,Night,15427.0,9609.0,Standalone,0.0,0.0,89452.0,Cloudy,0.0,6784.0
Sunday,Afternoon,50176.0,12637.0,Mall,0.0,0.0,67779.0,Snowy,1.0,33036.0
Saturday,Evening,36201.0,5922.0,Bank Branch,0.0,0.0,93002.0,Cloudy,4.0,27662.0
Tuesday,Evening,66176.0,5011.0,Bank Branch,0.0,0.0,74961.0,Snowy,4.0,55837.0
Monday,Afternoon,78895.0,1289.0,Mall,0.0,0.0,121502.0,Rainy,4.0,69178.0
Saturday,Evening,47611.0,15064.0,Standalone,0.0,0.0,96409.0,Cloudy,2.0,43054.0
Tuesday,Evening,85160.0,14026.0,Standalone,0.0,0.0,99271.0,Snowy,5.0,84848.0
Thursday,Morning,57651.0,7137.0,Mall,0.0,0.0,103326.0,Rainy,1.0,53083.0
Tuesday,Evening,68543.0,19313.0,Supermarket,0.0,0.0,87412.0,Cloudy,5.0,38869.0
Monday,Night,60528.0,16692.0,Gas Station,0.0,0.0,82073.0,Cloudy,1.0,51465.0
Sunday,Evening,42716.0,3294.0,Bank Branch,0.0,0.0,130559.0,Clear,1.0,41664.0
Thursday,Night,49314.0,7807.0,Bank Branch,0.0,0.0,105638.0,Cloudy,2.0,46381.0
Thursday,Morning,73697.0,5510.0,Mall,0.0,0.0,99606.0,Cloudy,1.0,59857.0
Monday,Evening,47703.0,12086.0,Bank Branch,0.0,0.0,110484.0,Rainy,2.0,43890.0
Thursday,Afternoon,82556.0,10330.0,Standalone,0.0,0.0,133561.0,Rainy,2.0,86004.0
Wednesday,Morning,85976.0,12655.0,Mall,0.0,0.0,80146.0,Clear,4.0,87239.375
Friday,Night,41767.0,13492.0,Gas Station,0.0,0.0,109203.0,Clear,3.0,24065.0
Sunday,Evening,56017.0,19274.0,Standalone,0.0,0.0,120398.0,Snowy,2.0,35385.0
Tuesday,Morning,58020.0,7458.0,Supermarket,0.0,0.0,85044.0,Snowy,5.0,42334.0
Tuesday,Afternoon,68124.0,7623.0,Gas Station,0.0,0.0,83945.0,Clear,0.0,68256.0
Monday,Evening,79138.0,12256.0,Bank Branch,0.0,0.0,77266.0,Clear,1.0,72741.0
Thursday,Evening,73375.0,6603.0,Supermarket,0.0,0.0,101982.0,Cloudy,4.0,59891.0
Sunday,Afternoon,50590.0,10554.0,Supermarket,0.0,0.0,71470.0,Snowy,3.0,39425.0
Thursday,Afternoon,22226.0,14092.0,Gas Station,0.0,0.0,89063.0,Cloudy,5.0,4476.0
Saturday,Night,35182.0,16354.0,Bank Branch,0.0,0.0,106552.0,Clear,5.0,18536.0
Saturday,Night,90194.0,6977.0,Standalone,0.0,0.0,134889.0,Rainy,1.0,87239.375
Friday,Afternoon,49079.0,11573.0,Supermarket,0.0,0.0,78973.0,Rainy,1.0,42524.0
Saturday,Afternoon,55246.0,0.0,Mall,0.0,0.0,121062.0,Cloudy,0.0,65525.0
Friday,Afternoon,42582.0,9881.0,Bank Branch,0.0,0.0,124323.0,Clear,5.0,32788.0
Tuesday,Afternoon,47709.0,12413.0,Bank Branch,0.0,0.0,91729.0,Clear,0.0,32413.0
Saturday,Afternoon,37211.0,13049.0,Bank Branch,0.0,0.0,97110.0,Clear,0.0,32877.0
Monday,Night,48291.0,10075.0,Gas Station,0.0,0.0,88007.0,Clear,0.0,47141.0
Monday,Night,56461.0,7104.0,Gas Station,0.0,0.0,90843.0,Clear,2.0,52591.0
Tuesday,Night,36406.0,16532.0,Mall,0.0,0.0,66030.0,Rainy,4.0,29218.0
Wednesday,Afternoon,61764.0,3673.0,Mall,0.0,0.0,137715.0,Clear,3.0,62219.0
Wednesday,Afternoon,48775.0,8166.0,Bank Branch,0.0,0.0,103707.0,Cloudy,4.0,32961.0
Friday,Morning,59478.0,5477.0,Mall,0.0,0.0,83684.0,Clear,3.0,50331.0
Saturday,Afternoon,41236.0,23427.5,Mall,0.0,0.0,80639.0,Snowy,2.0,31077.0
Saturday,Night,67217.0,13271.0,Gas Station,0.0,0.0,122579.0,Snowy,0.0,62312.0
Thursday,Night,41159.0,11171.0,Gas Station,0.0,0.0,104905.0,Cloudy,3.0,46089.0
Tuesday,Morning,33170.0,7839.0,Mall,0.0,0.0,148818.0,Cloudy,2.0,38166.0
Wednesday,Morning,62846.0,9930.0,Bank Branch,0.0,0.0,82695.0,Clear,3.0,57603.0
Monday,Morning,38476.0,4982.0,Gas Station,0.0,0.0,70350.0,Snowy,4.0,35942.0
Saturday,Morning,61789.0,12944.0,Standalone,0.0,0.0,103339.0,Rainy,3.0,56907.0
Sunday,Afternoon,71910.0,13735.0,Standalone,0.0,0.0,73575.0,Cloudy,4.0,69076.0
Saturday,Night,91127.375,10142.0,Bank Branch,0.0,0.0,102839.0,Cloudy,0.0,87239.375
Sunday,Night,68853.0,10650.0,Supermarket,0.0,0.0,69917.0,Clear,3.0,72368.0
Thursday,Night,41653.0,12586.0,Supermarket,0.0,0.0,108877.0,Clear,2.0,27270.0
Thursday,Afternoon,68317.0,15283.0,Standalone,0.0,0.0,128721.0,Clear,4.0,51814.0
Sunday,Morning,65665.0,23427.5,Supermarket,0.0,0.0,102303.0,Clear,0.0,57142.0
Saturday,Evening,30323.0,1975.0,Gas Station,0.0,0.0,103388.0,Rainy,3.0,31928.0
Sunday,Morning,69652.0,14322.0,Supermarket,0.0,0.0,56746.0,Snowy,1.0,60113.0
Tuesday,Evening,63815.0,1348.0,Standalone,0.0,0.0,84464.0,Clear,3.0,59999.0
Thursday,Evening,49956.0,6010.0,Mall,0.0,0.0,152506.0,Rainy,3.0,42367.0
Monday,Afternoon,47468.0,7349.0,Mall,0.0,0.0,101937.0,Rainy,2.0,50109.0
Saturday,Night,36377.0,7888.0,Bank Branch,0.0,0.0,95640.0,Rainy,1.0,22262.0
Sunday,Night,46491.0,19275.0,Standalone,0.0,0.0,107564.0,Clear,3.0,35326.0
Tuesday,Evening,59189.0,9585.0,Standalone,0.0,0.0,93585.0,Rainy,0.0,55409.0
Wednesday,Evening,52502.0,8798.0,Standalone,0.0,0.0,115356.0,Clear,2.0,49832.0
Friday,Afternoon,42897.0,9091.0,Mall,0.0,0.0,126826.0,Rainy,1.0,30916.0
Wednesday,Morning,51386.0,8453.0,Supermarket,0.0,0.0,95173.0,Clear,0.0,47051.0
Monday,Afternoon,43562.0,10399.0,Standalone,0.0,0.0,102430.0,Clear,3.0,39804.0
Friday,Afternoon,35663.0,15921.0,Standalone,0.0,0.0,105134.0,Cloudy,1.0,29829.0
Thursday,Evening,75613.0,14583.0,Standalone,0.0,0.0,110950.0,Clear,3.0,67408.0
Monday,Afternoon,60883.0,12833.0,Bank Branch,0.0,0.0,121372.0,Cloudy,1.0,47858.0
Friday,Night,52356.0,10343.0,Mall,0.0,0.0,89121.0,Snowy,0.0,44440.0
Wednesday,Morning,62387.0,7575.0,Standalone,0.0,0.0,67273.0,Clear,0.0,60174.0
Saturday,Evening,41174.0,14539.0,Mall,0.0,0.0,112920.0,Cloudy,0.0,30158.0
Wednesday,Evening,33377.0,21665.0,Bank Branch,0.0,0.0,108078.0,Clear,5.0,12402.0
Sunday,Night,38836.0,5871.0,Mall,0.0,0.0,127421.0,Rainy,1.0,37952.0
Thursday,Night,50269.0,0.0,Mall,0.0,0.0,125577.0,Snowy,5.0,59774.0
Wednesday,Night,37573.0,6224.0,Standalone,0.0,0.0,109776.0,Clear,4.0,31478.0
Wednesday,Evening,85768.0,15016.0,Standalone,0.0,0.0,125310.0,Rainy,4.0,60747.0
Tuesday,Night,38287.0,7558.0,Supermarket,0.0,0.0,58944.0,Rainy,3.0,33646.0
Sunday,Evening,39126.0,7198.0,Standalone,0.0,0.0,96492.0,Clear,3.0,48613.0
Friday,Afternoon,51976.0,11812.0,Gas Station,0.0,0.0,99701.0,Snowy,4.0,43085.0
Sunday,Morning,41278.0,5137.0,Mall,0.0,0.0,109321.0,Clear,1.0,40711.0
Saturday,Night,61354.0,9332.0,Bank Branch,0.0,0.0,89560.0,Clear,3.0,42257.0
Sunday,Evening,38793.0,2462.0,Gas Station,0.0,0.0,119837.0,Rainy,2.0,32295.0
Tuesday,Morning,47379.0,3768.0,Gas Station,0.0,0.0,83470.0,Cloudy,0.0,51642.0
Thursday,Night,36995.0,8260.0,Bank Branch,0.0,0.0,54949.0,Rainy,5.0,27728.0
Thursday,Afternoon,46626.0,6862.0,Supermarket,0.0,0.0,104348.0,Rainy,2.0,50497.0
Friday,Evening,50992.0,7850.0,Gas Station,0.0,0.0,90268.0,Clear,2.0,58435.0
Thursday,Night,70701.0,12796.0,Gas Station,0.0,0.0,116538.0,Clear,3.0,76173.0
Wednesday,Evening,68391.0,2103.0,Standalone,0.0,0.0,104083.0,Cloudy,1.0,73513.0
Wednesday,Afternoon,63914.0,6847.0,Mall,0.0,0.0,107455.0,Snowy,2.0,49714.0
Sunday,Night,52515.0,11800.0,Standalone,0.0,0.0,95436.0,Clear,1.0,34330.0
Sunday,Morning,41224.0,15869.0,Gas Station,0.0,0.0,78969.0,Cloudy,0.0,32046.0
Tuesday,Morning,35333.0,9742.0,Bank Branch,0.0,0.0,84562.0,Snowy,5.0,30692.0
Thursday,Night,27424.0,4960.0,Mall,0.0,0.0,141081.0,Rainy,1.0,26836.0
Tuesday,Night,56892.0,12836.0,Supermarket,0.0,0.0,119888.0,Rainy,2.0,61444.0
Sunday,Morning,19423.0,4718.0,Bank Branch,0.0,0.0,103277.0,Clear,5.0,25511.0
Wednesday,Night,54944.0,5441.0,Standalone,0.0,0.0,105188.0,Snowy,0.0,45005.0
Saturday,Night,40642.0,8615.0,Mall,0.0,0.0,120495.0,Clear,2.0,31564.0
Thursday,Evening,63634.0,7944.0,Supermarket,0.0,0.0,99465.0,Snowy,0.0,65766.0
Monday,Morning,55210.0,12030.0,Gas Station,0.0,0.0,74669.0,Cloudy,5.0,46879.0
Friday,Night,67509.0,14671.0,Supermarket,0.0,0.0,91351.0,Snowy,5.0,53619.0
Monday,Evening,50936.0,11697.0,Mall,0.0,0.0,155091.0,Clear,0.0,42082.0
Tuesday,Evening,70166.0,10717.0,Supermarket,0.0,0.0,83737.0,Snowy,5.0,61895.0
Thursday,Morning,33132.0,10405.0,Mall,0.0,0.0,83011.0,Rainy,0.0,23842.0
Wednesday,Morning,52268.0,5704.0,Supermarket,0.0,0.0,100549.0,Snowy,0.0,46115.0
Monday,Evening,44136.0,11016.0,Supermarket,0.0,0.0,113943.0,Rainy,5.0,52414.0
Saturday,Afternoon,33392.0,11303.0,Supermarket,0.0,0.0,126350.0,Rainy,2.0,22943.0
Friday,Evening,59596.0,12262.0,Bank Branch,0.0,0.0,115072.0,Cloudy,0.0,54244.0
Wednesday,Night,19641.0,2473.0,Gas Station,0.0,0.0,108030.0,Clear,5.0,15140.0
Sunday,Night,55244.0,11005.0,Supermarket,0.0,0.0,142206.0,Cloudy,5.0,35992.0
Thursday,Evening,40627.0,17200.0,Mall,0.0,0.0,107048.0,Rainy,3.0,34606.0
Saturday,Afternoon,58486.0,10179.0,Bank Branch,0.0,0.0,105325.0,Snowy,2.0,62681.0
Sunday,Evening,41045.0,5871.0,Bank Branch,0.0,0.0,115188.0,Cloudy,3.0,35279.0
Sunday,Afternoon,54197.0,11326.0,Standalone,0.0,0.0,71413.0,Rainy,1.0,35095.0
Friday,Morning,69293.0,12154.0,Mall,0.0,0.0,104730.0,Cloudy,2.0,64569.0
Saturday,Night,60767.0,16754.0,Bank Branch,0.0,0.0,117672.0,Cloudy,4.0,52722.0
Friday,Morning,47592.0,8811.0,Bank Branch,0.0,0.0,90537.0,Rainy,1.0,42804.0
Saturday,Evening,52233.0,2424.0,Mall,0.0,0.0,109065.0,Clear,4.0,49998.0
Saturday,Night,42527.0,7824.0,Mall,0.0,0.0,82504.0,Clear,5.0,33923.0
Saturday,Night,39126.0,13534.0,Supermarket,0.0,0.0,72392.0,Clear,1.0,33557.0
Friday,Night,59376.0,18906.0,Gas Station,0.0,0.0,111332.0,Rainy,4.0,50266.0
Sunday,Evening,75645.0,16049.0,Gas Station,0.0,0.0,108793.0,Cloudy,2.0,72789.0
Sunday,Morning,63558.0,4972.0,Bank Branch,0.0,0.0,92659.0,Cloudy,2.0,60085.0
Thursday,Morning,40341.0,15555.0,Bank Branch,0.0,0.0,107803.0,Rainy,3.0,40452.0
Sunday,Morning,66861.0,20529.0,Bank Branch,0.0,0.0,115283.0,Snowy,4.0,49585.0
Monday,Evening,42129.0,13805.0,Gas Station,0.0,0.0,69878.0,Clear,5.0,32573.0
Tuesday,Morning,43733.0,1144.0,Gas Station,0.0,0.0,85926.0,Snowy,1.0,47263.0
Monday,Morning,50763.0,10852.0,Bank Branch,0.0,0.0,62282.0,Rainy,0.0,43543.0
Friday,Afternoon,44411.0,12997.0,Mall,0.0,0.0,82789.0,Clear,4.0,32320.0
Tuesday,Morning,45588.0,4560.0,Standalone,0.0,0.0,101584.0,Cloudy,0.0,34173.0
Monday,Night,35733.0,18360.0,Bank Branch,0.0,0.0,109944.0,Snowy,4.0,21886.0
Friday,Evening,50828.0,5350.0,Supermarket,0.0,0.0,45399.0,Cloudy,1.0,50816.0
Saturday,Morning,70243.0,6963.0,Gas Station,0.0,0.0,108553.0,Clear,5.0,69911.0
Wednesday,Afternoon,36191.0,17581.0,Gas Station,0.0,0.0,68595.0,Rainy,0.0,15883.0
Friday,Afternoon,68484.0,10835.0,Supermarket,0.0,0.0,114666.0,Cloudy,1.0,82247.0
Monday,Evening,70501.0,11565.0,Standalone,0.0,0.0,82186.0,Clear,4.0,63518.0
Wednesday,Night,50834.0,14543.0,Bank Branch,0.0,0.0,115913.0,Rainy,4.0,44244.0
Friday,Evening,43150.0,3224.0,Supermarket,0.0,0.0,101380.0,Rainy,1.0,37938.0
Thursday,Morning,37736.0,22426.0,Standalone,0.0,0.0,102722.0,Snowy,3.0,10374.0
Thursday,Afternoon,55428.0,3888.0,Bank Branch,0.0,0.0,63124.0,Clear,0.0,60418.0
Wednesday,Afternoon,37714.0,12992.0,Mall,0.0,0.0,114771.0,Clear,1.0,32618.0
Thursday,Afternoon,40507.0,17031.0,Mall,0.0,0.0,108846.0,Rainy,1.0,25449.0
Saturday,Night,23164.0,15816.0,Gas Station,0.0,0.0,99505.0,Rainy,5.0,12604.0
Wednesday,Evening,41942.0,2580.0,Bank Branch,0.0,0.0,133559.0,Rainy,4.0,34008.0
Saturday,Evening,51609.0,2433.0,Mall,0.0,0.0,73909.0,Cloudy,1.0,47192.0
Thursday,Morning,50331.0,0.0,Standalone,0.0,0.0,73638.0,Rainy,3.0,54733.0
Sunday,Evening,59147.0,16714.0,Gas Station,0.0,0.0,95385.0,Clear,4.0,44340.0
Thursday,Afternoon,80822.0,15745.0,Mall,0.0,0.0,103393.0,Rainy,4.0,70303.0
Thursday,Morning,53005.0,17793.0,Gas Station,0.0,0.0,56127.0,Clear,1.0,34024.0
Wednesday,Afternoon,56918.0,7422.0,Mall,0.0,0.0,135127.0,Clear,2.0,64639.0
Sunday,Evening,73195.0,18915.0,Mall,0.0,0.0,101488.0,Cloudy,1.0,57942.0
Saturday,Morning,46782.0,14329.0,Bank Branch,0.0,0.0,92924.0,Cloudy,3.0,40933.0
Monday,Morning,51280.0,1524.0,Standalone,0.0,0.0,107346.0,Snowy,3.0,56182.0
Monday,Morning,60442.0,17357.0,Gas Station,0.0,0.0,118150.0,Cloudy,1.0,56603.0
Tuesday,Night,66353.0,19842.0,Standalone,0.0,0.0,86227.0,Snowy,4.0,47915.0
Sunday,Evening,37220.0,11481.0,Mall,0.0,0.0,114318.0,Cloudy,3.0,32909.0
Sunday,Evening,63676.0,6572.0,Supermarket,0.0,0.0,70221.0,Rainy,4.0,54036.0
Monday,Morning,57823.0,15761.0,Standalone,0.0,0.0,70535.0,Cloudy,1.0,58105.0
Thursday,Afternoon,55279.0,4116.0,Bank Branch,0.0,0.0,112581.0,Cloudy,0.0,46004.0
Sunday,Afternoon,61994.0,7065.0,Standalone,0.0,0.0,93680.0,Cloudy,5.0,69153.0
Sunday,Evening,16700.0,14732.0,Standalone,0.0,0.0,116418.0,Clear,5.0,3779.0
Saturday,Morning,68140.0,6668.0,Supermarket,0.0,0.0,90932.0,Clear,5.0,71636.0
Wednesday,Afternoon,84680.0,12810.0,Bank Branch,0.0,0.0,107803.0,Clear,5.0,86080.0
Tuesday,Night,54079.0,9740.0,Standalone,0.0,0.0,130225.0,Snowy,1.0,37102.0
Sunday,Night,30310.0,15107.0,Bank Branch,0.0,0.0,116446.0,Clear,2.0,11725.0
Tuesday,Afternoon,60475.0,15584.0,Bank Branch,0.0,0.0,98148.0,Rainy,0.0,39584.0
Sunday,Morning,21965.0,6340.0,Mall,0.0,0.0,75151.0,Snowy,5.0,15101.0
Saturday,Night,14336.0,13501.0,Mall,0.0,0.0,144406.0,Snowy,2.0,8798.0
Saturday,Evening,59093.0,8985.0,Gas Station,0.0,0.0,98905.0,Cloudy,3.0,46153.0
Sunday,Evening,43685.0,10450.0,Standalone,0.0,0.0,99259.0,Snowy,1.0,45653.0
Sunday,Night,37384.0,13591.0,Standalone,0.0,0.0,97976.0,Cloudy,0.0,26393.0
Tuesday,Evening,44601.0,8761.0,Bank Branch,0.0,0.0,100798.0,Snowy,2.0,35176.0
Sunday,Morning,32858.0,5385.0,Supermarket,0.0,0.0,101878.0,Snowy,4.0,26359.0
Friday,Afternoon,47941.0,12817.0,Gas Station,0.0,0.0,96741.0,Snowy,2.0,33265.0
Thursday,Night,40493.0,6816.0,Standalone,0.0,0.0,103476.0,Rainy,0.0,34436.0
Friday,Night,45227.0,9741.0,Standalone,0.0,0.0,86252.0,Snowy,5.0,38012.0
Monday,Evening,66473.0,14091.0,Bank Branch,0.0,0.0,94118.0,Snowy,0.0,63465.0
Thursday,Afternoon,63595.0,11053.0,Bank Branch,0.0,0.0,83975.0,Rainy,3.0,65758.0
Saturday,Evening,56843.0,17416.0,Standalone,0.0,0.0,47888.0,Clear,3.0,47992.0
Monday,Afternoon,51666.0,1321.0,Gas Station,0.0,0.0,148835.0,Clear,0.0,49963.0
Tuesday,Morning,42978.0,5984.0,Gas Station,0.0,0.0,81558.0,Snowy,1.0,53989.0
Wednesday,Morning,73785.0,14779.0,Standalone,0.0,0.0,138871.0,Cloudy,0.0,50436.0
Saturday,Evening,50831.0,8564.0,Bank Branch,0.0,0.0,79162.0,Snowy,5.0,35578.0
Monday,Night,56628.0,10850.0,Standalone,0.0,0.0,105753.0,Cloudy,0.0,58406.0
Thursday,Afternoon,75126.0,20257.0,Bank Branch,0.0,0.0,126132.0,Clear,5.0,53799.0
Saturday,Evening,53444.0,3408.0,Bank Branch,0.0,0.0,109978.0,Cloudy,3.0,59080.0
Monday,Night,54116.0,3961.0,Gas Station,0.0,0.0,132697.0,Cloudy,1.0,49651.0
Tuesday,Morning,47769.0,12403.0,Mall,0.0,0.0,130417.0,Clear,5.0,36592.0
Saturday,Evening,51524.0,18910.0,Bank Branch,0.0,0.0,92622.0,Clear,0.0,43427.0
Wednesday,Morning,52205.0,15685.0,Mall,0.0,0.0,81774.0,Rainy,3.0,36380.0
Saturday,Afternoon,46920.0,9243.0,Mall,0.0,0.0,105133.0,Snowy,3.0,38870.0
Tuesday,Morning,51689.0,10233.0,Gas Station,0.0,0.0,125607.0,Snowy,1.0,47225.0
Sunday,Morning,73121.0,13371.0,Bank Branch,0.0,0.0,130326.0,Clear,3.0,65149.0
Saturday,Afternoon,59998.0,13368.0,Mall,0.0,0.0,81445.0,Snowy,2.0,47068.0
Tuesday,Night,52891.0,10647.0,Bank Branch,0.0,0.0,95149.0,Clear,4.0,52628.0
Sunday,Night,54526.0,7437.0,Bank Branch,0.0,0.0,76907.0,Snowy,4.0,52050.0
Tuesday,Afternoon,36790.0,16912.0,Bank Branch,0.0,0.0,73113.0,Rainy,5.0,18246.0
Thursday,Afternoon,41265.0,7690.0,Supermarket,0.0,0.0,114121.0,Rainy,0.0,31734.0
Sunday,Night,64388.0,12321.0,Bank Branch,0.0,0.0,111359.0,Rainy,1.0,49723.0
Friday,Night,50300.0,4659.0,Mall,0.0,0.0,98981.0,Clear,3.0,38309.0
Monday,Morning,46607.0,2563.0,Supermarket,0.0,0.0,58111.0,Clear,4.0,43385.0
Friday,Night,39860.0,16612.0,Mall,0.0,0.0,82811.0,Rainy,1.0,25646.0
Wednesday,Morning,71252.0,10461.0,Mall,0.0,0.0,92006.0,Rainy,3.0,73644.0
Thursday,Afternoon,8474.375,2776.0,Supermarket,0.0,0.0,115498.0,Rainy,5.0,4059.0
Saturday,Night,80287.0,9893.0,Standalone,0.0,0.0,133653.0,Snowy,3.0,70951.0
Monday,Evening,20000.0,0.0,Gas Station,0.0,0.0,126437.0,Rainy,1.0,18229.0
Wednesday,Afternoon,49294.0,6234.0,Bank Branch,0.0,0.0,94090.0,Clear,5.0,59549.0
Friday,Evening,53117.0,8007.0,Standalone,0.0,0.0,79253.0,Snowy,4.0,54212.0
Thursday,Afternoon,38231.0,13060.0,Bank Branch,0.0,0.0,82022.0,Snowy,3.0,18993.0
Sunday,Afternoon,8474.375,7384.0,Supermarket,0.0,0.0,82668.0,Snowy,1.0,7060.0
Friday,Morning,55235.0,23427.5,Gas Station,0.0,0.0,111375.0,Cloudy,1.0,24341.0
Thursday,Morning,40551.0,11739.0,Supermarket,0.0,0.0,135612.0,Cloudy,5.0,37139.0
Monday,Morning,77443.0,2853.0,Bank Branch,0.0,0.0,116493.0,Snowy,1.0,75130.0
Wednesday,Morning,39989.0,11800.0,Supermarket,0.0,0.0,108349.0,Clear,5.0,23566.0
Sunday,Night,51217.0,14979.0,Bank Branch,0.0,0.0,114724.0,Clear,4.0,37104.0
Saturday,Night,46184.0,13684.0,Bank Branch,0.0,0.0,102961.0,Cloudy,5.0,26960.0
Tuesday,Morning,40352.0,14402.0,Standalone,0.0,0.0,106661.0,Cloudy,0.0,41941.0
